,google_keyword,google_review_date,google_stars,google_star_avg,google_review_txt
71,중방동%20100번24시순대돼지국밥,"['8달 전', '3달 전', '9달 전', '3주 전', '3주 전', '2주 전', '2달 전', '2달 전', '5달 전', '9달 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 1개 ']",3.8,"['음식 깔끔하고 맛있습니다.\n국물, 고기뿐 아니라 매장 청결, 서비스  모두 맘에 듭니다. 매장도 넓고 주차도 편하네요.\n셀프반찬코너가 좀 귀찮네요.\n소면사리 넣어 드시는걸 추천합니다.', '가격대비 훌륭합니다.\n셀프 코너가 있어 원하는 반찬과 소면을 추가해서 먹으면 됩니다.…', '가격은 다소 있지만 잡내없이 국물맛은 깔끔해요 김치와 깍두기 맛이 괜찮아요 아주 맛집은 아니지만 맛없는집은 아니에요', '그냥 깨끗한 공간.맛은 살코기만있고 비게가없어  맛있다고 느끼지 못함.', '맛있어요. 셀프바도 유용합니다.', '추천하고  싶은 곳', '분위기 좋은 까페에서 돼지국밥 먹은 느낌이랄까~~~좋은 경험이였습니다~~^^', '카페같은 분위기...\n맛좋음... 주차 편함... 친절함', '깔끔하고 맛 좋음 어머니랑 같이 갔는데 냄새 안나고 맛있다고 자주 가신다고 함', '불친절과 뜨겁지않은 국밥\n무슨말이 더 필요할까']"
72,안동%20100번식당,['4달 전'],[' 별표 5개 '],5.0,['사장님 너무 친절하시고 음식들 다 맛있음']
74,신당동%20100번지연탄구이,"['1년 전', '1년 전', '2년 전', '1년 전', '2년 전', '2년 전', '2년 전', '1년 전', '2년 전', '2년 전']","[' 별표 5개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ']",3.9,"['연탄향이살아있네요 참고로껍데기술안주로 죽입니다', '기본 조리가 되어 나오기 때문에 먹기 편합니다.\n다만 양념이 강해서 술과 같이 먹기에는 약간 애매했습니다.\n밥과 같이 먹는다면 괜찮은 메뉴 같습니다.\n참,메뉴는 불고기 였습니다.', '점심메뉴 좋아요.\n경제적입니다.\n연탄불고기는 정말 맛있어요.', '맛있어요. 꼭 다시 가고싶은 맛집임.', '엄청 맛있는데 사람도 많고 시끄러웠음 ㅠㅠ', '가성비 좋고 맛있습니다 해물라면 추천', '점심메뉴 좋아요\n가격대비 짱인듯!!', '생선구이랑날치알계란찜겁맛남', '맛은있으나 알바가 너무 불친절함', '저렴하고 맛있어요.']"
77,강릉%20100브랜드,"['1달 전', '1주 전', '8달 전', '2달 전', '3일 전', '2년 전', '2년 전', '1년 전', '1년 전', '5달 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ']",4.5,"['큰 기대를 하지않고 방문한 곳인데 브런치가 상당히 맛이 좋았다. 파스타도 와플도 다만 수란이 조금 덜 익었으면 좋았을텐데 하는 아쉬움이 조금 있다~', '샐러드 맛집! 브런치 맛집! 강추!', '아이들이 가보고 싶었던 곳이지만\n음식이며 커피가 예쁘고 맛도 있었음.\n친절하시기까지 함!', '맛있고 친절해요! 재방문의사 100%', '헐!  강릉에 이렇게 맛있고  컬리티 높은 곳이 있었네요\n간만에 맛있게 먹었어요~', ""커피 차와 간단한 빵과 샐러드 위주의 디저트카페. 친절한 직원과 위생적인 시설, 도심에서 벗어난 고즈넉한 분위기가 좋다.\n주차장도 넓다.앞에 건축된지 200년된 강릉의 지방문화재 '桐山書齋' 가 있다."", '강릉 놀러갔다가 지인 추천으로 들르게 되었는데 기대보다 훨씬 더  좋았어요. 브런치 메뉴 맛있구 직원들도 친절했습니다! 셰프님이 브런치 메뉴가 잘 안되었다면서 와플도 서비스로 주셨어요. 우린 그냥 다 맛있었는데ㅋㅋ!', '서비스도 넘좋고 맛있게 먹었어요', '좋은 재료를 사용\n양은 많지 않지만 맛있음\n인테리어도 굿', '인터넷에서 봤을 때는 그냥 맛있겠다 싶었는데 생각보다 더 맛있는 곳! 3단 꼭 꼭 꼭 드셔보세용! 가격대비 괜찮음!']"
80,연산9동%20100세영양탕,"['2주 전', '6달 전', '10달 전', '3달 전', '10달 전', '4달 전', '7년 전', '4년 전', '2년 전', '1년 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 3개 ', ' 별표 1개 ', ' 별표 5개 ']",2.8,"['깔끔하게 잘 먹었습니다..', '찾아가는길이좀\n맛은 중간쯤인데\n주인장이  조아요', '최고입니다.  사장님 늘 건강하시길 기원합니다', '안가봤음 요즘도 탕 혀?', '맛있게 잘 먹었습니다', '맛있어요', '정 말미칩미다  맛이없어서  완존입 버렷음', '그저 그런데로 괜찬은듯', '그옆집갔는데 이집뜨네요ㅅㅂ', '보신탕 맛집']"
81,강서구청%20100억곱창,"['2주 전', '6달 전', '8달 전', '4달 전', '2년 전', '6달 전', '3달 전', '4달 전', '3달 전', '2년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 5개 ']",4.3,"['야채곱창\n너무맛있었습니다\n포장해서…', '강서구에서 제일 맛있는 곱창집입니다!!! 소금구이 막창도 맛있고요 야곱알곱이 진리예요~ 어쩌다 주문도 해 먹긴 하는데 방문해서 먹는게 정말 맛있고 계란탕도 맛있어요\n오래오래 팔아주세요 ❤❤❤', '가격도 좋고 맛도 좋아요 😀', '언제나 맛집🙂', '곱창은 싸고 맛있는데 전체적인 환경은 깨끗하지 않네요', '맛있습니다👍', '', '', '', '']"
83,사당역%20100족발,"['7달 전', '1년 전', '4달 전', '4달 전', '4달 전', '4달 전', '4달 전', '3달 전', '4달 전', '4달 전']","[' 별표 4개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.5,"['족발가격 적당하고 서비스는 중이나 주차할곳 있어서 편하네요..마늘족발 맛은 좋네요\n막국수 맛있음', '지인들과 사당에서 우연히 보고 들어간 곳. 마늘, 파 보쌈과 기본, 매운 족발 들 다양한 메뉴를 갖추고 있다. 사실 길을 지나가다 그냥 들어간 곳이라 큰 기대를 가지고 있진 않았으나 그만큼 무난했던 곳. 사당역에 워낙 맛집이 많아서 일부러 찾아갈 곳은 아니다.', '진짜 족발 맛있게 잘 삶으시는거 같아요 크기도 적당하게 썰어주셔서 먹기도 편하고 야채도 싱싱했어요 내입맛에 딱!', '역근처라서 위치도 좋고 족발이랑 보쌈이 맛있어서 자주 가네요~:) 사장님이나 직원분들도 무진장 친절하세용', '족발이 정말 부드럽고 마늘향도 가득 베어있어서 맛있었어요 마늘도 잔뜩 얹어 먹으면 더 맛있네요', '위생적이였고 종업원분들도 친절했어요 다음에도 갈의향이 넘치는곳이네용', '고기가 야들야들하고 연하고 부드러워서 먹기 좋았고 쌈싸서 배불리 먹고 왔네요 주차 자리도 있는데 주차할려면 일찍 가야돼요', '사당에 족발집들을 몇군데 가봤지만 여기가 젤 맛나요', '콜라겐이라서 살도 안찌니까 좋아하는데 여기만 가요~ 사장님도 친절하고 족발도 다 맛있더라구요', '매운걸 좋아해서 불족 먹었는데 무작정 매운게 아니라 맛있게 매워서 계속 먹게 되더라구요 ㅎ']"
87,성수동%20100회,"['4달 전', '1년 전', '6달 전', '9달 전', '6달 전', '1년 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ']",4.3,"['오랜만에 첨치회 맛있게 먹고 즐거운날\n맛과 분위기 최고', '가성비 좋고 깔끔한 횟집. 간단한 혼밥이나 소규모 모임에 좋을 듯~~', '저렴하고 맛있어요', '적당히 괜찮은집', '', '']"
90,봉선동%201011다이닝키친,"['2주 전', '1년 전', '2년 전', '3년 전', '2년 전', '6달 전', '3주 전', '8달 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.9,"['동네에 숨겨진 보물과 같은 곳이엇습니다.\n맛도 있는데 비싸지도 않아요.\n식전 나오는 미니빠네수프도 취향저격이었습니다.…', '아주 맛있고 가격도 비싸지 않는 좋은 이탤리언 레스토랑!! ^^', '가게 내부 너무 아늑하고 분위기 좋아요. 아이들과 같이 가는데 애들이 다 잘 먹네요. 피자,리조또,파스타,스테이크 종류 다 맛있어요. 조용하게 식사하기 좋아요.', '이집 잘하네', '좋아요', '', '', '']"
93,용인수지%20101번지 남산돈까스,"['11달 전', '4달 전', '3달 전', '4달 전', '10달 전', '4달 전', '3달 전', '3달 전', '4달 전', '4달 전']","[' 별표 3개 ', ' 별표 1개 ', ' 별표 1개 ', ' 별표 2개 ', ' 별표 4개 ', ' 별표 1개 ', ' 별표 1개 ', ' 별표 1개 ', ' 별표 1개 ', ' 별표 1개 ']",2.0,"['뚝배기김치우동세트, 원조왕돈까스 주문\n왕자가 들어간 만큼 크긴 크다. 다 못먹을정도.\n맛은 돈까스로서 흠잡을 덴 없다고 생각함.\n김치우동은 우동맛보단 김치국맛이라고 할 만 함.', '요새 핫하다는 그곳!\n별로~ 1점도 아까운 맛이네요', '여기가 그 양아치 가게구나.\n원조 남산돈가스 쫓아내고 원조 흉내내는 그 돈가스.', '돈가스는 그냥그냥\n우동은 별로\n국물에서 이상한 맛이나요.', '요근래 먹어본 쫄면중 제일 맛있네요\n생선까스도 맛있어요\n(정작 돈까스는 그냥그렇고...)', '0점은없나요', '원조 이미지 훔친 도둑아닌가 ㅋㅋ', '별 하나도 아깝다.', '101번지 남산돈까스는 걸러야합니다.', '간판 도용했나요?']"
94,남산%20101번지 남산돈까스,"['11달 전', '1달 전', '1달 전', '3달 전', '7달 전', '6달 전', '6달 전', '9달 전', '3달 전', '3달 전']","[' 별표 4개 ', ' 별표 1개 ', ' 별표 3개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 2개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ']",3.3,"['맛있어요 바삭하고 얇은 경양식 돈까스\n양도 많아요. 마늘돈까스는 마늘보쌈위에 올라가는 달달한 마늘소스가 올라가고 그 위에 경양식돈까스 소스가 올라가요 달달새콤 맛있더라구요. 주차도 발렛으로 해주시고 웨이팅있어도 금방 들어가고 편하더라구요! 그냥 오리지널 왕돈까스도 맛있고…', '하아..\n돈까스가 너무 딱딱해서 반도 못먹고 그냥 나옴.\n진짜 기름 냄새 너무나고 서비스도 엉망이고 왜 유명한지 모르겠음.\n먹으면서 다신 안온다고 다짐한집ㅋㅋ', '네이버 점수보고 기대하고 갔었는데 기대만큼 맛있지 않았어요 돈가스소스도 시큼한맛이 강하고 종업원분들도 그닥친절하지도 않았어요~', '여긴 진정한 남산돈까스 원조가 아니라고 하네요ㅠㅠ\n왠지 먹고 난 후 그저 그런데....했지 모예요ㅠㅠ', '얼마전부터 남산돈까스 너무 먹고 싶었는데  드뎌 오늘 갔지말입니다\n원조돈까스  스프는 어릴적 추억이 돋아나는 딱 그맛이고 김치도 아삭아삭 너무 맛있어서 신랑은 구매까지 하고싶다 했어요.\n오랜만의 원조 101남산돈까스  우리집 애들  손이 안보이게 먹고 스프도 리필가능해서 또 먹었답니다..\n추억돋는 돈까스 또 생각나네요', '옛추억에 먹어봤네요.\n주차도 가능하고 맛도 좋네요.\n아쉬운건 카운터의 중국분? 조선족인듯?\n너무 딱딱하게 대화하는것이 좀 보기 좋지않네요.', '기름이 오래되었는지 같이 먹은 가족 모두 하루종일 속이 안좋네요.\n그냥 남산돈까스가 유명하니 한번 먹어보는 정도입니다.\n줄까지 서있길래 들어갔는데,  맛도 청결도 솔직히 평균이하입니다.', '거리두기로 한 테이블씩 띄어 앉고 깨끗하게 잘 유지되는것 같습니다.\n함박스테이크가 촉촉하고 맛있었어요', '간만에 다녀왔네요,맛과 서비스 최고입니다.', '양이 상당하네요. 남산 한번돌고 점심으로 좋아요']"
96,수원%20101번지남산돈까스,"['2주 전', '7달 전']","[' 별표 4개 ', ' 별표 4개 ']",4.0,"['기본에 충실한 음식점\n\n과거 남산 케이블카 아래 있는 돈까스 맛과 거의 흡사합니다…', '']"
97,인사동%20101번지남산돈까스,"['1년 전', '3주 전', '1년 전', '1년 전', '3달 전', '1년 전', '1년 전', '1년 전', '4달 전', '1주 전']","[' 별표 4개 ', ' 별표 1개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 5개 ']",3.8,"['관훈동에 새로 오픈한 안녕인사동의 2층에 있는 돈까스 전문점입니다. 본점이 남산 소월로 101번지에 위치해서 이름이 101번지 남산돈까스입니다. 원조돈까스를 비롯하여  옛날돈까스의 그 맛을 느낄 수 있습니다. 이 곳은 얼리지 않은 100% 국내산 냉장 생등심을 사용한다고 합니다. 27년 노하우의 밀가루와 계란반죽은 생빵가루의 결착력을 좋게 하고 고소한 풍미를 올라오게 하고 바삭함을 더해 줍니다. 이 곳의 독특한 메뉴 중 하나는 뚝배기 치즈 떡볶이 돈까스인데 매콤한 떡볶이와 돈까스의 만남으로 느끼함을 잡아 주었습니다.', '진짜  노답.  아들이랑 같이 갔는데 한입먹고 바로 나옴.. 뻑뻑  그 자체', '맛이 나쁘지않다. 알바생들도친절하고, 가격이 조금 비싼감이 없지않으나 전통돈가스를 맛보기에는 인사동에 여기만한곳이 없는듯 하다. 재방문의사 있다.  기본돈까스가 가격도 맛도 가장낫다.', '추운 겨울이라 국물이 자꾸 땡겼는데\n잘 챙겨주시네요', '맛 나쁘지 않았습니다!', '직원분들도 친절하시고 돈까스도 맛나네요\n\n기분좋게 먹고 나왔습니다', '솔직히 0.1점이 있었으면 0.1점 줬다\n돈까스는 다 조금씩 타서 마지막엔 씁쓸한 맛이 나의 혀를 오랫동안 맴돌고 있었다. 고구마치즈돈까스도 비슷하게 썼다\n이정도면 지나가는 누렁이한테 줘도 안먹을거 같다\n별로다', '지금 먹을려고 하는데 점심시간에 사람이 만석 입니다.', '원조?', '(Google 번역 제공) 맛있는 음식\n\n(원문)\nDelicious food']"
98,천호동%20101번지남산돈까스,"['11달 전', '1달 전', '1달 전', '3달 전', '7달 전', '6달 전', '6달 전', '9달 전', '3달 전', '3달 전']","[' 별표 4개 ', ' 별표 1개 ', ' 별표 3개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 2개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ']",3.3,"['맛있어요 바삭하고 얇은 경양식 돈까스\n양도 많아요. 마늘돈까스는 마늘보쌈위에 올라가는 달달한 마늘소스가 올라가고 그 위에 경양식돈까스 소스가 올라가요 달달새콤 맛있더라구요. 주차도 발렛으로 해주시고 웨이팅있어도 금방 들어가고 편하더라구요! 그냥 오리지널 왕돈까스도 맛있고…', '하아..\n돈까스가 너무 딱딱해서 반도 못먹고 그냥 나옴.\n진짜 기름 냄새 너무나고 서비스도 엉망이고 왜 유명한지 모르겠음.\n먹으면서 다신 안온다고 다짐한집ㅋㅋ', '네이버 점수보고 기대하고 갔었는데 기대만큼 맛있지 않았어요 돈가스소스도 시큼한맛이 강하고 종업원분들도 그닥친절하지도 않았어요~', '여긴 진정한 남산돈까스 원조가 아니라고 하네요ㅠㅠ\n왠지 먹고 난 후 그저 그런데....했지 모예요ㅠㅠ', '얼마전부터 남산돈까스 너무 먹고 싶었는데  드뎌 오늘 갔지말입니다\n원조돈까스  스프는 어릴적 추억이 돋아나는 딱 그맛이고 김치도 아삭아삭 너무 맛있어서 신랑은 구매까지 하고싶다 했어요.\n오랜만의 원조 101남산돈까스  우리집 애들  손이 안보이게 먹고 스프도 리필가능해서 또 먹었답니다..\n추억돋는 돈까스 또 생각나네요', '옛추억에 먹어봤네요.\n주차도 가능하고 맛도 좋네요.\n아쉬운건 카운터의 중국분? 조선족인듯?\n너무 딱딱하게 대화하는것이 좀 보기 좋지않네요.', '기름이 오래되었는지 같이 먹은 가족 모두 하루종일 속이 안좋네요.\n그냥 남산돈까스가 유명하니 한번 먹어보는 정도입니다.\n줄까지 서있길래 들어갔는데,  맛도 청결도 솔직히 평균이하입니다.', '거리두기로 한 테이블씩 띄어 앉고 깨끗하게 잘 유지되는것 같습니다.\n함박스테이크가 촉촉하고 맛있었어요', '간만에 다녀왔네요,맛과 서비스 최고입니다.', '양이 상당하네요. 남산 한번돌고 점심으로 좋아요']"
